id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone
QTQrXWuowKHNFGNssXT_TA,forest-thai-cuisine-staten-island,Forest Thai Cuisine,https://s3-media0.fl.yelpcdn.com/bphoto/48HvL8gQx1l4FJayVD7lPQ/o.jpg,False,https://www.yelp.com/biz/forest-thai-cuisine-staten-island?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,130,"[{'alias': 'thai', 'title': 'Thai'}]",3.5,"{'latitude': 40.626607, 'longitude': -74.130334}",['delivery'],$$,"{'address1': '1211 Forest Ave', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10310', 'country': 'US', 'state': 'NY', 'display_address': ['1211 Forest Ave', 'Staten Island, NY 10310']}",+17188769888,(718) 876-9888
pk89jzL1RsE9U0thf_z6tw,locanda-verde-new-york,Locanda Verde,https://s3-media0.fl.yelpcdn.com/bphoto/a9PziJGwrYRYEARFXa5HUA/o.jpg,False,https://www.yelp.com/biz/locanda-verde-new-york?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,1735,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.7198601300801, 'longitude': -74.010039072422}","['pickup', 'delivery']",$$$,"{'address1': '377 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['377 Greenwich St', 'New York, NY 10013']}",+12129253797,(212) 925-3797
JuwfLhj7PNUr61EbwEkvFQ,ago-restaurant-new-york,Ago Restaurant,,True,https://www.yelp.com/biz/ago-restaurant-new-york?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,9,"[{'alias': 'italian', 'title': 'Italian'}]",3.0,"{'latitude': 40.719845, 'longitude': -74.009857}",[],$$$$,"{'address1': '377 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['377 Greenwich St', 'New York, NY 10013']}",+12129253797,(212) 925-3797
NzHiK8Csmypx4f6jYhSqiQ,lennys-bagels-new-york-2,Lenny's Bagels,https://s3-media0.fl.yelpcdn.com/bphoto/GMsGjAXyU7mcqV6jgMgVJw/o.jpg,False,https://www.yelp.com/biz/lennys-bagels-new-york-2?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,168,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 40.7961904, 'longitude': -73.9709623}",['delivery'],$,"{'address1': '2601 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['2601 Broadway', 'New York, NY 10025']}",+12122220410,(212) 222-0410
6K3Hk5wDcXchuDlyd2ufEQ,sparks-deli-long-island-city,Sparks Deli,https://s3-media0.fl.yelpcdn.com/bphoto/xYlfGfJEMyj7SomhquCLIA/o.jpg,False,https://www.yelp.com/biz/sparks-deli-long-island-city?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,21,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'latitude': 40.738837, 'longitude': -73.940858}",['delivery'],$,"{'address1': '2831 Borden Ave', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['2831 Borden Ave', 'Long Island City, NY 11101']}",+17183920757,(718) 392-0757
Zmp8NaqKOapPEUw5Ufv4rQ,caruso-pizzeria-and-restaurant-brooklyn,Caruso Pizzeria &  Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/3laNxHOSDPxDSKkQ0VqhCA/o.jpg,False,https://www.yelp.com/biz/caruso-pizzeria-and-restaurant-brooklyn?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,81,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 40.686637, 'longitude': -73.990783}","['delivery', 'pickup']",$,"{'address1': '150 Smith St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['150 Smith St', 'Brooklyn, NY 11201']}",+17187972300,(718) 797-2300
fmG6BTunLXI2cN61NuLHiw,ophelia-new-york,Ophelia,https://s3-media0.fl.yelpcdn.com/bphoto/84sy-hPlCCb5urpgg5pP8g/o.jpg,False,https://www.yelp.com/biz/ophelia-new-york?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,255,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'lounges', 'title': 'Lounges'}]",4.0,"{'latitude': 40.75319, 'longitude': -73.96598}",[],$$$,"{'address1': '3 Mitchell Pl', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['3 Mitchell Pl', 'New York, NY 10017']}",+12129804796,(212) 980-4796
G16v_BzYeVHDPTUofRifVw,park-plaza-restaurant-brooklyn,Park Plaza Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/TMzlIMFip5_4RpG9aYWdjg/o.jpg,False,https://www.yelp.com/biz/park-plaza-restaurant-brooklyn?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,275,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.5,"{'latitude': 40.6979862, 'longitude': -73.9917908}","['delivery', 'pickup']",$$,"{'address1': '220 Cadman Plz W', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['220 Cadman Plz W', 'Brooklyn, NY 11201']}",+17185965900,(718) 596-5900
MVCjycez3BykWDqqpIOE6g,arbys-new-york-5,Arby's,https://s3-media0.fl.yelpcdn.com/bphoto/tGerJa77J5CfMMHvtdT_3A/o.jpg,False,https://www.yelp.com/biz/arbys-new-york-5?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,97,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",3.0,"{'latitude': 40.755821, 'longitude': -73.991233}","['delivery', 'pickup']",$,"{'address1': '611 8th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['611 8th Ave', 'New York, NY 10018']}",+12122730850,(212) 273-0850
YDjjL0TX2Ze8tD2fTziWNg,xochil-pizzeria-sunset-park,Xochil Pizzeria,https://s3-media0.fl.yelpcdn.com/bphoto/Bge4CLF1HWYC2y_s_qKQig/o.jpg,False,https://www.yelp.com/biz/xochil-pizzeria-sunset-park?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,5,"[{'alias': 'pizza', 'title': 'Pizza'}]",4.0,"{'latitude': 40.647, 'longitude': -74.00818}","['delivery', 'pickup']",$,"{'address1': '4613 5th Ave', 'address2': '', 'address3': '', 'city': 'Sunset Park', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['4613 5th Ave', 'Sunset Park, NY 11220']}",+17184352288,(718) 435-2288
f8eQX_X5x0e2EdEOC6yJjQ,raxs-pizza-brooklyn,Rax's Pizza,,True,https://www.yelp.com/biz/raxs-pizza-brooklyn?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,2,"[{'alias': 'pizza', 'title': 'Pizza'}]",3.5,"{'latitude': 40.64697, 'longitude': -74.00806}","['delivery', 'pickup']",$,"{'address1': '4613 5th Ave', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11220', 'country': 'US', 'state': 'NY', 'display_address': ['4613 5th Ave', 'Brooklyn, NY 11220']}",+17184352288,(718) 435-2288
loJDInFMjhZZ0NaOgVtC7A,mess-hall-new-york-3,Mess Hall,https://s3-media0.fl.yelpcdn.com/bphoto/7oEJ7ZylK90VIU2uIWtheA/o.jpg,False,https://www.yelp.com/biz/mess-hall-new-york-3?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,154,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'divebars', 'title': 'Dive Bars'}]",4.0,"{'latitude': 40.80586994680819, 'longitude': -73.95407985895872}",[],$$,"{'address1': '2194 Frederick Douglass Blvd', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10026', 'country': 'US', 'state': 'NY', 'display_address': ['2194 Frederick Douglass Blvd', 'New York, NY 10026']}",+16466923098,(646) 692-3098
B-bx4pZXrat0D25vde2bJQ,cantina-taqueria-and-tequila-bar-new-york-2,Cantina Taqueria & Tequila Bar,https://s3-media0.fl.yelpcdn.com/bphoto/0Mqb0s_7Yp4WedIw73PU1g/o.jpg,False,https://www.yelp.com/biz/cantina-taqueria-and-tequila-bar-new-york-2?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,275,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'latin', 'title': 'Latin American'}]",3.5,"{'latitude': 40.8088408787201, 'longitude': -73.9449808870425}","['delivery', 'pickup']",$$,"{'address1': '329 Lenox', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10027', 'country': 'US', 'state': 'NY', 'display_address': ['329 Lenox', 'New York, NY 10027']}",+16467558864,(646) 755-8864
EVZeqLPpfXrygmgamjD5_w,takeshi-new-york-3,Takeshi,https://s3-media0.fl.yelpcdn.com/bphoto/BZMX8XmZzYFnJhQjanIbsg/o.jpg,True,https://www.yelp.com/biz/takeshi-new-york-3?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,98,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 40.72294, 'longitude': -74.00464}","['pickup', 'delivery']",$$$$,"{'address1': '28 Grand St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['28 Grand St', 'New York, NY 10013']}",+19176750771,(917) 675-0771
Vv-ub2rzm5WTDl_T0fiS8A,kintsugi-new-york,Kintsugi,https://s3-media0.fl.yelpcdn.com/bphoto/d1lITdUtfUncsoHpy7HACQ/o.jpg,False,https://www.yelp.com/biz/kintsugi-new-york?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,72,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 40.722956, 'longitude': -74.004625}","['pickup', 'delivery']",$$$$,"{'address1': '28 Grand St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['28 Grand St', 'New York, NY 10013']}",+19176750771,(917) 675-0771
ITadz4uFmVqydui3XQpXGg,the-crystal-room-staten-island-2,The Crystal Room,https://s3-media0.fl.yelpcdn.com/bphoto/ZQbUMNgL68HtUEZKqj016Q/o.jpg,False,https://www.yelp.com/biz/the-crystal-room-staten-island-2?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,14,"[{'alias': 'wedding_planning', 'title': 'Wedding Planning'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.5,"{'latitude': 40.5931595, 'longitude': -74.0706906}",[],,"{'address1': '67 Olympia Blvd', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10305', 'country': 'US', 'state': 'NY', 'display_address': ['67 Olympia Blvd', 'Staten Island, NY 10305']}",+17184478926,(718) 447-8926
jhFqstTMRBAdBHgoQ1nSTA,brooks-1890-restaurant-long-island-city-2,Brooks 1890 Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/NCuxtHFrIDzlAd_Z5CT81w/o.jpg,False,https://www.yelp.com/biz/brooks-1890-restaurant-long-island-city-2?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,89,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}]",3.0,"{'latitude': 40.7463893294334, 'longitude': -73.9441191405058}","['delivery', 'pickup']",$$,"{'address1': '24-28 Jackson Ave', 'address2': '', 'address3': '', 'city': 'Long Island City', 'zip_code': '11101', 'country': 'US', 'state': 'NY', 'display_address': ['24-28 Jackson Ave', 'Long Island City, NY 11101']}",+17189371890,(718) 937-1890
