id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone
hYnU66F2pJYjs5-HENrMBg,new-ranch-restaurant-bronx,New Ranch Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/xTr491t77yGhWtn3VI5cdA/o.jpg,False,https://www.yelp.com/biz/new-ranch-restaurant-bronx?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,19,"[{'alias': 'diners', 'title': 'Diners'}]",3.5,"{'latitude': 40.82961, 'longitude': -73.87479}",['delivery'],$,"{'address1': '1619 Westchester Ave', 'address2': '', 'address3': '', 'city': 'Bronx', 'zip_code': '10472', 'country': 'US', 'state': 'NY', 'display_address': ['1619 Westchester Ave', 'Bronx, NY 10472']}",+17189910708,(718) 991-0708
zfGl2ar3rwX0UcbigaG-CQ,hillside-swimming-club-staten-island,Hillside Swimming Club,https://s3-media0.fl.yelpcdn.com/bphoto/5pQv3a72uEb0SpXIT9N95w/o.jpg,False,https://www.yelp.com/biz/hillside-swimming-club-staten-island?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,1,"[{'alias': 'social_clubs', 'title': 'Social Clubs'}]",5.0,"{'latitude': 40.60375, 'longitude': -74.16907}",[],,"{'address1': '151 Signs Rd', 'address2': '', 'address3': '', 'city': 'Staten Island', 'zip_code': '10314', 'country': 'US', 'state': 'NY', 'display_address': ['151 Signs Rd', 'Staten Island, NY 10314']}",+17187615910,(718) 761-5910
RrYC-sb0RfV1BMls-3S2mA,lazzat-restaurant-brooklyn-2,Lazzat Restaurant,https://s3-media0.fl.yelpcdn.com/bphoto/7Ugp-m4yW2RyNp-GxX_vwg/o.jpg,False,https://www.yelp.com/biz/lazzat-restaurant-brooklyn-2?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,40,"[{'alias': 'russian', 'title': 'Russian'}, {'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'uzbek', 'title': 'Uzbek'}]",4.0,"{'latitude': 40.601709, 'longitude': -74.001513}","['pickup', 'delivery']",$$,"{'address1': '1969 Bath Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11214', 'country': 'US', 'state': 'NY', 'display_address': ['1969 Bath Ave', 'Brooklyn, NY 11214']}",+17186764800,(718) 676-4800
fuALJnzgGDh1yiXuEkqlbQ,chopt-creative-salad-co-new-york-33,Chopt Creative Salad Co.,https://s3-media0.fl.yelpcdn.com/bphoto/TxaMyWIG3oy58PC--14p_Q/o.jpg,False,https://www.yelp.com/biz/chopt-creative-salad-co-new-york-33?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,190,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",3.0,"{'latitude': 40.74067, 'longitude': -73.98824}","['pickup', 'delivery']",$$,"{'address1': '18 East 23rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['18 East 23rd St', 'New York, NY 10010']}",+16467557837,(646) 755-7837
AUifp6IDKzmorCM6vY2fug,pepe-giallo-new-york,Pepe Giallo,https://s3-media0.fl.yelpcdn.com/bphoto/ceMi6AqK45LtZyP9jt1N5w/o.jpg,False,https://www.yelp.com/biz/pepe-giallo-new-york?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,706,"[{'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.7468940064083, 'longitude': -74.0049896784992}","['pickup', 'delivery']",$$,"{'address1': '195 10th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['195 10th Ave', 'New York, NY 10011']}",+12122426055,(212) 242-6055
zi_TJRxi0WzADbbI6Jcz3A,koneko-new-york-3,Koneko,https://s3-media0.fl.yelpcdn.com/bphoto/ek57vXKNzEsF3f69N9pjUw/o.jpg,False,https://www.yelp.com/biz/koneko-new-york-3?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,315,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'themedcafes', 'title': 'Themed Cafes'}]",4.5,"{'latitude': 40.72044, 'longitude': -73.98412}",['delivery'],$$,"{'address1': '26 Clinton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['26 Clinton St', 'New York, NY 10002']}",+16463705699,(646) 370-5699
25npnVAlhRjguunYS8zy8w,piccola-strada-new-york,Piccola Strada,https://s3-media0.fl.yelpcdn.com/bphoto/Otzhs2DxuJfYpFeUoWRUOg/o.jpg,False,https://www.yelp.com/biz/piccola-strada-new-york?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,208,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 40.72662, 'longitude': -73.99019}",['delivery'],$$,"{'address1': '77 E 4th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['77 E 4th St', 'New York, NY 10003']}",+12126741557,(212) 674-1557
XV3m6MQ3NwHVxnHSmhroZg,epy-new-york,Epy,,False,https://www.yelp.com/biz/epy-new-york?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,1,"[{'alias': 'lingerie', 'title': 'Lingerie'}]",4.0,"{'latitude': 40.726722, 'longitude': -73.990119}",[],,"{'address1': '77 E 4th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['77 E 4th St', 'New York, NY 10003']}",+12126741557,(212) 674-1557
ZEu99FBV8JcKMD0is45vnQ,starbucks-new-york-426,Starbucks,https://s3-media0.fl.yelpcdn.com/bphoto/maS5jy-m4MK9E0ZcXFpDzg/o.jpg,False,https://www.yelp.com/biz/starbucks-new-york-426?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,88,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]",2.0,"{'latitude': 40.777769, 'longitude': -73.9826259238683}",['delivery'],$$,"{'address1': '2045 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['2045 Broadway', 'New York, NY 10023']}",+12124961551,(212) 496-1551
d-DQwNxs77Pah2ys0q7w1Q,american-cut-steakhouse-tribeca-new-york,American Cut Steakhouse Tribeca,https://s3-media0.fl.yelpcdn.com/bphoto/VZ3qmUlG3KDhuaY7XO2EVg/o.jpg,False,https://www.yelp.com/biz/american-cut-steakhouse-tribeca-new-york?adjust_creative=82uXkAt1Tiw7u9_h33zr1A&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=82uXkAt1Tiw7u9_h33zr1A,618,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'latitude': 40.71915, 'longitude': -74.00994}",['delivery'],$$$$,"{'address1': '363 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['363 Greenwich St', 'New York, NY 10013']}",+12122264736,(212) 226-4736
